CONSUMER SERVICES	2010	11.167700	VER	975.000000	SIRI	21735191400
CONSUMER SERVICES	2011	-10.814800	COE	28169.231800	SIRI	17869835800
CONSUMER SERVICES	2012	-2.537800	APDN	250.000000	SIRI	15275868700
CONSUMER SERVICES	2013	27.361200	COE	19027.271600	SIRI	12603325700
CONSUMER SERVICES	2014	-8.875400	SFS	29029.628000	SIRI	12759500300
CONSUMER SERVICES	2015	-9.373500	GNL	1192399.962400	CMCSA	7070438800
CONSUMER SERVICES	2016	39.940800	CECO	209.509200	SIRI	10556346400
CONSUMER SERVICES	2017	-1.057600	GHG	1337.500000	SIRI	5404165400
CONSUMER SERVICES	2018	-63.071400	BHR	16823.077500	CMCSA	4253643400
ENERGY	2009	12.115000	HOLI	293.770500	GE	29650590200
ENERGY	2010	43.064600	TRCH	1028.712800	GE	18204141200
ENERGY	2011	6.508100	CRC	1353.915700	GE	16133296700
ENERGY	2012	-4.442400	SUN	5751.162700	GE	11459611600
ENERGY	2013	22.860100	PLUG	210.000000	GE	9595660400
ENERGY	2014	-47.494400	BSM	356.375800	GE	7967431000
ENERGY	2015	-73.627400	BSM	945.652200	GE	13212011000
ENERGY	2016	-5.666000	ARCH	8476.923200	CHK	11654332900
ENERGY	2017	-70.130600	JAG	2486.885100	GE	11573121700
ENERGY	2018	8.261300	LGCY	235.443000	GE	12264436100
FINANCE	2009	12.752200	LBC	5399.999900	BAC	83658926600
FINANCE	2010	-9.138200	PJT	4606526.444600	BAC	47617435100
FINANCE	2011	-41.074800	LBC	1021.250000	BAC	53645519700
FINANCE	2012	-4.861000	SNFCA	506.513100	BAC	49413078400
FINANCE	2013	-83.774100	SBT	633.163700	BAC	30119577900
FINANCE	2014	-54.242800	LBC	21124.999900	BAC	21534168200
FINANCE	2015	-46.062600	PUB	114633.329800	BAC	21195105700
FINANCE	2016	-10.398100	NTB	2633.913100	BAC	27290637600
FINANCE	2017	-40.419100	LX	1199.065300	BAC	19795255900
FINANCE	2018	4.136700	DHCP	609.876500	BAC	11026441500
HEALTH CARE	2009	5.873300	TTNP	8150.000000	PFE	14077745000
HEALTH CARE	2010	-66.696600	ALT	4936.065900	PFE	13873171000
HEALTH CARE	2011	-17.065400	VBIV	631.584300	PFE	12316613800
HEALTH CARE	2012	-1.895800	ORGS	856.521700	PFE	8460311700
HEALTH CARE	2013	-12.983100	BPTH	1150.000000	PFE	9211731000
HEALTH CARE	2014	-6.629600	PTI	86566.666700	PFE	6577264600
HEALTH CARE	2015	-13.941800	NK	115433.335400	PFE	7235682100
HEALTH CARE	2016	-71.859800	IDXG	1000.000000	PFE	7836820000
HEALTH CARE	2017	14.502800	ALT	7553.846000	RAD	6886704200
HEALTH CARE	2018	15.118100	TNDM	1410.629900	NVCN	7582018100
MISCELLANEOUS	2009	-26.214400	KGJI	1566.666700	EBAY	10146300700
MISCELLANEOUS	2010	-32.572200	NOVT	305.364000	EBAY	9748440400
MISCELLANEOUS	2011	-46.740800	LQDT	155.186700	EBAY	7316138900
MISCELLANEOUS	2012	0.258700	WP	20319.999800	EBAY	6774041300
MISCELLANEOUS	2013	49.058600	ARTX	249.000000	EBAY	6445216300
MISCELLANEOUS	2014	3.818900	OMNT	283.333300	EBAY	7378587900
MISCELLANEOUS	2015	0.225000	SSNT	1041.666700	BABA	4321934600
MISCELLANEOUS	2016	14.319300	GRVY	224.615400	BABA	3725974300
MISCELLANEOUS	2017	26.902400	GRVY	788.993400	BABA	3892314300
MISCELLANEOUS	2018	10.398600	TRHC	184.923100	BABA	3262795800
PUBLIC UTILITIES	2009	11.760300	EMP	916.209400	S	12014127300
PUBLIC UTILITIES	2010	-13.479900	EMP	756.910600	S	14099004300
PUBLIC UTILITIES	2011	-30.318900	CLFD	93.638700	S	15011336700
PUBLIC UTILITIES	2012	20.901700	VST	295532.047400	S	13980623300
PUBLIC UTILITIES	2013	-21.890600	DZSI	1036.170300	S	10293283900
PUBLIC UTILITIES	2014	28.430200	RMP	112353.837700	T	6222016300
PUBLIC UTILITIES	2015	76.923600	CTZ	38638.463400	T	7123702100
PUBLIC UTILITIES	2016	-2.547800	VST	434.482700	T	5939393300
PUBLIC UTILITIES	2017	-33.009600	OHGI	418.518500	T	6355711500
PUBLIC UTILITIES	2018	100.498000	ELC	350309.827800	T	5700827400
TECHNOLOGY	2009	62.408000	NLST	1574.193600	AAPL	35813421700
TECHNOLOGY	2010	-10.276800	MITK	646.913600	AAPL	37756231800
TECHNOLOGY	2011	-14.162100	EGAN	475.833300	AAPL	31014834900
TECHNOLOGY	2012	-11.206500	NETE	1911.111100	AAPL	32991051100
TECHNOLOGY	2013	32.920800	CSIQ	777.058800	AAPL	25605392400
TECHNOLOGY	2014	-9.127500	KE	60000.003600	AAPL	15914488100
TECHNOLOGY	2015	-5.412900	AMRH	13099.999600	AAPL	13063147500
TECHNOLOGY	2016	6.013200	LN	113266.663600	AAPL	9680553200
TECHNOLOGY	2017	26.260700	CASA	19633.332800	AMD	16353947600
TECHNOLOGY	2018	15.050600	HMI	43300.000900	AMD	10541338800
TRANSPORTATION	2009	-58.492600	ATSG	751.612900	CSX	4727894400
TRANSPORTATION	2010	-30.341600	GSL	241.379300	CSX	3110239200
TRANSPORTATION	2011	-13.956500	NVGS	73.846200	DAL	3843457600
TRANSPORTATION	2012	-8.014900	AAL	163.671900	DAL	2967096400
TRANSPORTATION	2013	-27.279300	USAK	283.381100	DAL	3462896200
TRANSPORTATION	2014	-21.019500	CVTI	240.577900	DAL	3260278200
TRANSPORTATION	2015	-10.429900	VLRS	94.337500	AAL	2909890700
TRANSPORTATION	2016	-5.029100	GLBS	2619.999800	DAL	2595749200
TRANSPORTATION	2017	-99.030800	GOL	192.000000	CSX	2171767600
TRANSPORTATION	2018	0.868000	SMHI	72.016500	DAL	1171970600
